Rank,Institution,Type,City,Website,Deposits,Assets,Biz card?,Card link,0% intro,Terms,Underwriter,UW evidence,Apply,Apply link,Bureau (quick),No-doc (quick),ChexSystems,EWS,LexisNexis/SageStream,Other secondary,Live-check note,Sources,Screen date
218,COMMUNITY BANK OF SANTA MARIA,Bank,Santa Maria,https://www.yourcbsm.com,357053,405124,YES,https://www.yourcbsm.com/Business/Business-Loans,NO (no 0% advertised; 'no annual fees' is the headline),Platinum Edition / Platinum Rewards + Company Expense Charge Card; $0 AF; fraud monitoring; mgmt at MyCardStatements.com; NOT on homepage nav — listed under Business Loans,TCM,"Live page: 'This card is issued by TCM Bank, N.A., application is subject to credit approval'; apply at mycommunitycc.com/sx1jVR5q5Ti5 (same URL as prior)",Online,https://www.mycommunitycc.com/sx1jVR5q5Ti5,Not visible live (prior: Experian — TCM standard),Not visible live (prior: 'subject to credit approval'; SBA-eligible only),UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,LIVE-CONFIRMS-PRIOR,https://www.yourcbsm.com/Business/Business-Loans,2026-06-11
219,GENESIS BANK,Bank,Newport Beach,https://www.mygenesisbank.com,356609,405513,UNCLEAR,https://www.mygenesisbank.com/ (Credit Cards under Commercial Lending nav; no product page),Not visible,"""Credit Cards"" listed as Commercial Lending product line; zero detail, no named card, no terms",UNKNOWN,No issuer named; no portal links; relationship-banking model,Contact bank / RM (no online app; 949-273-1226),https://www.mygenesisbank.com/,Not visible,Not visible,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,LIVE-CONFIRMS (one unnamed business card under commercial lending; issuer/terms still N/M; RM-only apply),https://www.mygenesisbank.com/,2026-06-11
220,POPA FEDERAL CREDIT UNION,Credit Union,Cerritos,https://www.popafcu.org,355946,399420,NO,,—,Consumer Visa cards only (11.75%-18.00% APR range); no business accounts or business card in nav,—,,—,,—,—,UNKNOWN (no sweep row),UNKNOWN (no sweep row),UNKNOWN (no sweep row),UNKNOWN (no sweep row),Fresh screen (single pass; not in live re-verify set),https://www.popafcu.org/ | https://www.popafcu.org/about-us/about-us/contact,2026-06-11
221,YOLO FEDERAL CREDIT UNION,Credit Union,Woodland,https://www.yolofcu.org,344210,410982,YES,https://www.yolofcu.org/business-visa,No,"⭐ Business Visa: 13.74% variable APR (purchases/BT/CA), no annual fee, no penalty APR, limit up to $20k; no intro rate",SELF,Own-domain application (yolofcu.org/business-resources-application); apps go to Yolo FCU business lending office in Davis; no third party named,Online,https://www.yolofcu.org/business-resources-application (also mail/fax/email to BusinessLending@yolofcu.org),Not stated on page,"Required docs vary by business type (non-profit, sole prop, etc.)",UNKNOWN (no sweep row),UNKNOWN (no sweep row),UNKNOWN (no sweep row),UNKNOWN (no sweep row),Fresh screen (single pass; not in live re-verify set),https://www.yolofcu.org/business-visa,2026-06-11
222,INFINITY BANK,Bank,Santa Ana,https://www.infinity.bank,343655,392898,YES,https://www.infinity.bank/business/credit-financing/business-credit-cards.html,NO (no intro offer; 'competitive rates' only),Visa business cards w/ Cash Back Rewards; specific APR/AF not on page (in 'Servis First Business Credit Card Application Disclosures' PDF); servicing 1-888-999-3340; portal business.cardservices.bank,ServisFirst,Live page links 'Servis First Business Credit Card Application Disclosures'; apply link app.ccdepartment.com/Credit/credit?name=GoInfinityBank193 (ServisFirst agent platform),Online,https://app.ccdepartment.com/Credit/credit?name=GoInfinityBank193,—,—,"N/M (no disclosure, no DPs — ask the banker) [v6 existing cell; 2026-06-10 (searched, no data)]",UNKNOWN,UNKNOWN,UNKNOWN,"LIVE-CONFIRMS (ServisFirst agent program, ccdepartment apply link, online); PRIOR-RICHER on APR (~16.75/18.75%) and $79/$0 AF - not shown on live page, in PDF",https://www.infinity.bank/business/credit-financing/business-credit-cards.html,2026-06-11
223,"LIBERTY BANK, NATIONAL ASSOCIATION",Bank,Irvine,https://www.libertybk.com,336353,396466,NO,,—,Community bank: personal + business deposits and lending; no credit card referenced on site,—,No card on libertybk.com; Elan card data online belongs to Liberty Bank of Connecticut (liberty-bank.com) — different entity [raw: NONE],—,,—,—,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,LIVE-CONFIRMS — incl. CT name-twin caution,https://www.libertybk.com,2026-06-11
224,PASADENA FEDERAL CREDIT UNION,Credit Union,Pasadena,https://www.pfcu.org,329246,381308,NO,,—,Personal Mastercard Platinum Preferred/Rewards/Secured only; no business card on cards page,—,,—,,—,—,UNKNOWN (no sweep row),UNKNOWN (no sweep row),UNKNOWN (no sweep row),UNKNOWN (no sweep row),Fresh screen (single pass; not in live re-verify set),https://www.pfcu.org/loans/credit-cards,2026-06-11
225,AEROSPACE FEDERAL CREDIT UNION,Credit Union,Los Angeles,https://www.aerofcu.org,326934,422785,NO,,—,Personal Platinum Visa Cash Back/Rewards and Student Visa only; no business card found,—,[raw: N/A],N/A,,—,—,UNKNOWN (no sweep row),UNKNOWN (no sweep row),UNKNOWN (no sweep row),UNKNOWN (no sweep row),Fresh screen (single pass; not in live re-verify set),https://www.aerofcu.org/Cards/Platinum-VISA-CASH-BACK-Credit-Card,2026-06-11
226,MATADORS COMMUNITY CREDIT UNION,Credit Union,Northridge,https://www.matadors.org,316715,359948,YES,https://www.matadors.org/business-credit-cards,Not stated on page,Low rate / cash back / flexible rewards options; free employee cards; expense tools,Elan,Page states creditor/issuer is Elan Financial Services,Online,https://apply.matadors.org,—,—,UNKNOWN (no sweep row),UNKNOWN (no sweep row),UNKNOWN (no sweep row),UNKNOWN (no sweep row),Fresh screen (single pass; not in live re-verify set),https://www.matadors.org/business-credit-cards,2026-06-11
227,MONTEREY CREDIT UNION,Credit Union,Monterey,https://www.montereycu.com,316246,356957,NO,,—,,—,Consumer cards only (MCU Rewards / Trailblazer / Redwood); no business card,—,,—,—,UNKNOWN (no sweep row),UNKNOWN (no sweep row),UNKNOWN (no sweep row),UNKNOWN (no sweep row),Fresh screen (single pass; not in live re-verify set),https://www.montereycu.com/credit-card.htm,2026-06-11
228,COMMUNITY COMMERCE BANK,Industrial Loan Company,Claremont,https://ccombank.com,311987,413501,NO,,—,CRE + SBA 7(a) direct lender + deposits/CDARS; no credit cards or unsecured products on site,—,n/a — no card,n/a,,—,—,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,LIVE-CONFIRMS (no card; secured lending only),https://ccombank.com/,2026-06-11
229,AMERICAN CONTINENTAL BANK,Bank,City Of Industry,https://www.americancontinentalbank.com,311254,379100,NO,—,—,Live Products & Services page: deposits + CRE/SBA/commercial loans; 'Debit / ATM Cards' only — no credit card (business or personal) listed,—,Live products-services page enumerated: no credit card line item [raw: None],No,—,—,—,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,LIVE-CONFIRMS,https://www.americancontinentalbank.com/products-services,2026-06-11
230,TUCOEMAS FEDERAL CREDIT UNION,Credit Union,Visalia,https://www.tucoemas.org/,305226,336861,YES,https://www.tucoemas.org/business/,Not visible,"Business Credit Cards listed under Business: ""low fixed rate""; no rate/term detail on site",UNKNOWN,No servicer evidence visible on business pages,Call,tel:559-732-8892 / BusinessAccounts@tucoemas.org,—,—,UNKNOWN (no sweep row),UNKNOWN (no sweep row),UNKNOWN (no sweep row),UNKNOWN (no sweep row),Fresh screen (single pass; not in live re-verify set),https://www.tucoemas.org/business/,2026-06-11
231,SEA WEST COAST GUARD FEDERAL CREDIT UNION,Credit Union,Oakland,https://www.seawest.coop,304015,381797,NO,,—,Consumer Visa only (5.99% life-of-balance BT offer); no business accounts/cards on site,—,,—,,—,—,UNKNOWN (no sweep row),UNKNOWN (no sweep row),UNKNOWN (no sweep row),UNKNOWN (no sweep row),Fresh screen (single pass; not in live re-verify set),https://www.seawest.coop/ | https://seawest.coop/visa-credit-cards,2026-06-11
232,UME FEDERAL CREDIT UNION,Credit Union,Burbank,https://www.umecreditunion.com,303870,334142,NO,,—,Personal UMe Visa Platinum only; business checking and small business loans offered but no business credit card found,—,,—,,—,—,UNKNOWN (no sweep row),UNKNOWN (no sweep row),UNKNOWN (no sweep row),UNKNOWN (no sweep row),Fresh screen (single pass; not in live re-verify set),https://www.umecreditunion.com/borrow-insure/credit-card/,2026-06-11
233,MURPHY BANK,Bank,Fresno,https://www.murphybank.com,297968,359587,NO,,—,CDs/savings + mobile home loans + commercial vehicle + farm/small-biz equipment + vehicle financing; 'lending specialists' — no credit card products,—,Live nav shows specialty lending + deposits only; no card mention [raw: N/M],N/M,,N/M,N/M,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,LIVE-CONFIRMS (no card; specialty secured lender + deposits),https://www.murphybank.com,2026-06-11
234,STRATA FEDERAL CREDIT UNION,Credit Union,Bakersfield,https://www.stratacu.org,293851,345954,NO,,—,Personal Platinum / Platinum Rewards only; no business accounts mentioned on site,—,,—,,—,—,UNKNOWN (no sweep row),UNKNOWN (no sweep row),UNKNOWN (no sweep row),UNKNOWN (no sweep row),Fresh screen (single pass; not in live re-verify set),https://www.stratacu.org/credit-card,2026-06-11
235,SAG-AFTRA FEDERAL CREDIT UNION,Credit Union,Burbank,https://www.sagaftrafcu.org,293663,340595,NO,,—,Personal Visa Classic and Visa Rewards (1% cash back) only; no business card found,—,[raw: N/A],N/A,,—,—,UNKNOWN (no sweep row),UNKNOWN (no sweep row),UNKNOWN (no sweep row),UNKNOWN (no sweep row),Fresh screen (single pass; not in live re-verify set),https://www.sagaftrafcu.org/loans-and-credit-cards/credit-cards,2026-06-11
236,Community Valley Bank,Out-of-state bank with CA branches (SOD),El Centro,https://www.yourcvb.com,285457,324699,UNCLEAR,,—,"Acquisition COMPLETED: since 2025-10-01 operates as 'CVB, a Division of Frontwave Credit Union' (frontwavecu.com/cvb FAQ live); no business credit card found pre- or post-merger; yourcvb.com 403-blocks bots",UNKNOWN,n/a — no card program found; future card would be Frontwave CU business suite,n/a,https://www.frontwavecu.com/cvb,n/a,n/a,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,LIVE-CONFIRMS-PRIOR (merger now closed and visible; card status still none/pending Frontwave suite),https://www.frontwavecu.com/cvb; https://www.bankingdive.com/news/california-credit-union-frontwave-eyes-in-state-peer-community-valley-in-1st-whole-bank-deal-of-2025/738143/,2026-06-11
237,UNIVERSAL BANK,Savings Institution (Federal Savings Bank),West Covina,https://www.universalbank.com,278512,373408,NO,,—,Personal Credit Card (links to external Elan portal) only; Business nav = checking/savings/CDs/rate sheet/solutions/Zelle - no business card,—,Elan issues the PERSONAL card; no business card product,No,,—,Not applicable,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,LIVE-CONFIRMS (Elan personal card only; no business card),https://www.universalbank.com/,2026-06-11
238,DOWNEY FEDERAL CREDIT UNION,Credit Union,Downey,https://www.downeyfcu.org,268047,331199,NO,,—,Consumer Platinum/Classic Visa only (0% 6mo intro on those); no business banking section,—,,—,,—,—,UNKNOWN (no sweep row),UNKNOWN (no sweep row),UNKNOWN (no sweep row),UNKNOWN (no sweep row),Fresh screen (single pass; not in live re-verify set),https://www.downeyfcu.org/page.php?id=credit-cards,2026-06-11
239,SANTA BARBARA TEACHERS FEDERAL CREDIT UNION,Credit Union,Santa Barbara,https://www.sbtfcu.org,266368,309564,NO,,—,,—,Personal banking only (school-employee field of membership); no business accounts or business card,—,,—,—,UNKNOWN (no sweep row),UNKNOWN (no sweep row),UNKNOWN (no sweep row),UNKNOWN (no sweep row),Fresh screen (single pass; not in live re-verify set),https://www.sbtfcu.org/,2026-06-11
240,FAMILIES AND SCHOOLS TOGETHER FEDERAL CREDIT UNION,Credit Union,Hanford,https://www.fastcu.com/,261901,328114,NO,,—,Personal credit cards only; no business banking section in nav,—,,—,,—,—,UNKNOWN (no sweep row),UNKNOWN (no sweep row),UNKNOWN (no sweep row),UNKNOWN (no sweep row),Fresh screen (single pass; not in live re-verify set),https://www.fastcu.com/,2026-06-11
241,FIRST CREDIT BANK,Bank,West Hollywood,NONE (no website; FFIEC lists N/A),257910,504745,NO,,NO,"Single-branch CRE/commercial lender (est. 1983, 9255 W Sunset Blvd); FFIEC website field = N/A; no card products found anywhere",—,"n/a - no website, no card program [raw: UNKNOWN]",No,,—,—,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,"LIVE-CONFIRMS (no website, no card); prior's calfcb.com DFPI-fraud-imposter note not re-tested (did not visit suspect domain)",https://dfpi.ca.gov/regulated_entity/first-credit-bank/; https://www.ffiec.gov/npw/Institution/Profile/5069,2026-06-11
242,EDWARDS FEDERAL CREDIT UNION,Credit Union,Edwards,https://www.edwardsfcu.org,255937,278913,NO,,—,Consumer-only Visa Platinum/Platinum Rewards (CURewards redemption); card page lives under /borrow/consumer/; no business card found,—,,—,,—,—,UNKNOWN (no sweep row),UNKNOWN (no sweep row),UNKNOWN (no sweep row),UNKNOWN (no sweep row),Fresh screen (single pass; not in live re-verify set),https://www.edwardsfcu.org/borrow/consumer/visa-credit-card/,2026-06-11
243,"City First Bank, National Association",Out-of-state bank with CA branches (SOD),Washington,https://www.cityfirstbank.com,254982,1424577,YES,https://www.cityfirstbank.com/2120-2/,⭐ YES,Low rate / cash back / flexible rewards menu (standard Elan agent lineup; Elan Business Cash Preferred carries 0% 12 cycles); specifics on offer portal not bank page,Elan,Live bank page: cards 'issued by Elan Financial Services' under Visa/MC licenses; apply via creditcardlearnmore.com,Online (or DC appointment),https://creditcardlearnmore.com/11t3,—,—,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,LIVE-CONFIRMS — Elan verbatim reproduced live,https://www.cityfirstbank.com/2120-2/,2026-06-11
244,HERITAGE COMMUNITY CREDIT UNION,Credit Union,Rancho Cordova,https://www.heritageccu.com,252119,282600,NO,,—,"Personal cards only (Rate Saver, Platinum Rewards, Classic Secured); no business banking section on site",—,,—,,—,—,UNKNOWN (no sweep row),UNKNOWN (no sweep row),UNKNOWN (no sweep row),UNKNOWN (no sweep row),Fresh screen (single pass; not in live re-verify set),https://www.heritageccu.com/,2026-06-11
245,BANK IRVINE,Bank,Irvine,https://www.bankirvine.com,236001,306521,NO,,—,"Mastercard business/personal DEBIT only; product list = deposits, C&I, CRE, cash mgmt; no credit card (site 403s; verified via search snippets of bankirvine.com pages)",—,n/a — no card,n/a,,—,—,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,LIVE-CONFIRMS (no credit card; Mastercard debit only),https://www.bankirvine.com/debit-card/; https://www.bankirvine.com/business-banking/,2026-06-11
246,LONG BEACH CITY EMPLOYEES FEDERAL CREDIT UNION,Credit Union,Signal Hill,https://www.lbcefcu.org,235285,279271,NO,,—,"Single personal card (no-frills, 0% BT 6 cycles); no business card",—,,—,,—,—,UNKNOWN (no sweep row),UNKNOWN (no sweep row),UNKNOWN (no sweep row),UNKNOWN (no sweep row),Fresh screen (single pass; not in live re-verify set),https://www.lbcefcu.org/borrow/credit-cards/,2026-06-11
247,MONTEREY COUNTY BANK,Bank,Monterey,https://montereycountybank.com,219207,297799,NO,—,—,Live site: commercial + SBA loans; only card product = debit card; NO credit card and NO Emblem MasterCard mention remaining on live site,—,Live nav crawl: no credit card links; legacy Emblem consumer program not referenced on live site (consistent with runoff to Jefferson Capital per prior) [raw: None for business],No,—,—,—,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,LIVE-CONFIRMS (live is cleaner than prior: even legacy Emblem mention gone),https://montereycountybank.com,2026-06-11
248,SUMMIT BANK,Bank,Oakland,https://www.summitbanking.com,211474,270191,YES,https://www.summitbanking.com/business/loans/credit-cards/,NO 0% intro,Standard $0 AF + Preferred Points $49 AF; 1pt/$1 to 10K pts/mo; 25-day grace; 'low interest rates' (no APR published on page; prior PDF: 16.49% var Prime+10.99% cap 21%),TIB,Issuer not named on live page; mypreferredpoints.com rewards portal = TIB signature; prior: TIB + consumer+commercial pull,In-person,"print PDF application + bring to branch (""Print out the application and bring it in to one of our branch locations"")",N/M,not stated on page (prior PDF: PG joint&several + year-end financial statements REQUIRED),UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,PRIOR-RICHER (live matches: no 0%; $0/$49; Preferred Points; branch apply — prior app-PDF adds APR 16.49% + full-doc financial-statement requirement),https://www.summitbanking.com/business/loans/credit-cards/,2026-06-11
